Empresa,Canal_Distribuicao,Mercado,Volume_Venda,Data
E4,C1,AS,4214.0,2012-01-01 00:00:00.000
E4,C1,AS,2304.0,2012-02-01 00:00:00.000
E4,C1,AS,9504.0,2012-03-01 00:00:00.000
E4,C1,AS,3708.0,2012-04-01 00:00:00.000
E4,C1,AS,5198.0,2012-05-01 00:00:00.000
E4,C1,AS,130.0,2012-06-01 00:00:00.000
E4,C1,AS,0.0,2012-07-01 00:00:00.000
E4,C1,AS,9504.0,2012-08-01 00:00:00.000
E4,C1,AS,3000.0,2012-09-01 00:00:00.000
E4,C1,AS,312.0,2012-10-01 00:00:00.000
E4,C1,AS,78.0,2012-11-01 00:00:00.000
E4,C1,AS,21000.0,2012-12-01 00:00:00.000
E4,C1,AS,0.0,2013-01-01 00:00:00.000
E4,C1,AS,0.0,2013-02-01 00:00:00.000
E4,C1,AS,8560.0,2013-03-01 00:00:00.000
E4,C1,AS,0.0,2013-04-01 00:00:00.000
E4,C1,AS,920.0,2013-05-01 00:00:00.000
E4,C1,AS,700.0,2013-06-01 00:00:00.000
E4,C1,AS,520.0,2013-07-01 00:00:00.000
E4,C1,AS,970.0,2013-08-01 00:00:00.000
E4,C1,AS,1060.0,2013-09-01 00:00:00.000
E4,C1,AS,0.0,2013-10-01 00:00:00.000
E4,C1,AS,3850.0,2013-11-01 00:00:00.000
E4,C1,AS,710.0,2013-12-01 00:00:00.000
E4,C1,AS,0.0,2014-01-01 00:00:00.000
E4,C1,AS,1240.0,2014-02-01 00:00:00.000
E4,C1,AS,770.0,2014-03-01 00:00:00.000
E4,C1,AS,700.0,2014-04-01 00:00:00.000
E4,C1,AS,0.0,2014-05-01 00:00:00.000
E4,C1,AS,830.0,2014-06-01 00:00:00.000
E4,C1,AS,0.0,2014-07-01 00:00:00.000
E4,C1,AS,1320.0,2014-08-01 00:00:00.000
E4,C1,AS,610.0,2014-09-01 00:00:00.000
E4,C1,AS,610.0,2014-10-01 00:00:00.000
E4,C1,AS,810.0,2014-11-01 00:00:00.000
E4,C1,AS,610.0,2014-12-01 00:00:00.000
E4,C1,AS,0.0,2015-01-01 00:00:00.000
E4,C1,AS,510.0,2015-02-01 00:00:00.000
E4,C1,AS,1210.0,2015-03-01 00:00:00.000
