Empresa,Canal_Distribuicao,Mercado,Volume_Venda,Data
BI,ME,R3,28852.0,2020-11-01 00:00:00.000
BI,ME,R3,39512.0,2020-12-01 00:00:00.000
BI,ME,R3,36574.0,2021-01-01 00:00:00.000
BI,ME,R3,33508.0,2021-02-01 00:00:00.000
BI,ME,R3,39276.0,2021-03-01 00:00:00.000
BI,ME,R3,34988.0,2021-04-01 00:00:00.000
BI,ME,R3,36516.0,2021-05-01 00:00:00.000
BI,ME,R3,33436.0,2021-06-01 00:00:00.000
BI,ME,R3,42562.0,2021-07-01 00:00:00.000
BI,ME,R3,34464.0,2021-08-01 00:00:00.000
BI,ME,R3,38444.0,2021-09-01 00:00:00.000
BI,ME,R3,39538.0,2021-10-01 00:00:00.000
BI,ME,R3,41142.0,2021-11-01 00:00:00.000
BI,ME,R3,40408.0,2021-12-01 00:00:00.000
BI,ME,R3,33926.0,2022-01-01 00:00:00.000
BI,ME,R5,16810.0,2016-08-01 00:00:00.000
BI,ME,R5,18138.0,2016-09-01 00:00:00.000
BI,ME,R5,18182.0,2016-10-01 00:00:00.000
BI,ME,R5,19690.0,2016-11-01 00:00:00.000
BI,ME,R5,18146.0,2016-12-01 00:00:00.000
BI,ME,R5,16940.0,2017-01-01 00:00:00.000
BI,ME,R5,21074.0,2017-02-01 00:00:00.000
BI,ME,R5,20696.0,2017-03-01 00:00:00.000
BI,ME,R5,18416.0,2017-04-01 00:00:00.000
BI,ME,R5,19412.0,2017-05-01 00:00:00.000
BI,ME,R5,17302.0,2017-06-01 00:00:00.000
BI,ME,R5,19616.0,2017-07-01 00:00:00.000
BI,ME,R5,18520.0,2017-08-01 00:00:00.000
BI,ME,R5,18696.0,2017-09-01 00:00:00.000
BI,ME,R5,17430.0,2017-10-01 00:00:00.000
BI,ME,R5,18106.0,2017-11-01 00:00:00.000
BI,ME,R5,27246.0,2017-12-01 00:00:00.000
BI,ME,R5,14856.0,2018-01-01 00:00:00.000
BI,ME,R5,19228.0,2018-02-01 00:00:00.000
BI,ME,R5,23058.0,2018-03-01 00:00:00.000
BI,ME,R5,17662.0,2018-04-01 00:00:00.000
BI,ME,R5,17422.0,2018-05-01 00:00:00.000
BI,ME,R5,16342.0,2018-06-01 00:00:00.000
BI,ME,R5,16742.0,2018-07-01 00:00:00.000
BI,ME,R5,17532.0,2018-08-01 00:00:00.000
BI,ME,R5,26140.0,2018-09-01 00:00:00.000
BI,ME,R5,16574.0,2018-10-01 00:00:00.000
BI,ME,R5,18182.0,2018-11-01 00:00:00.000
BI,ME,R5,35034.0,2018-12-01 00:00:00.000
BI,ME,R5,1916.0,2019-01-01 00:00:00.000
BI,ME,R5,18464.0,2019-02-01 00:00:00.000
BI,ME,R5,23680.0,2019-03-01 00:00:00.000
BI,ME,R5,17450.0,2019-04-01 00:00:00.000
BI,ME,R5,13178.0,2019-05-01 00:00:00.000
BI,ME,R5,16630.0,2019-06-01 00:00:00.000
BI,ME,R5,15196.0,2019-07-01 00:00:00.000
BI,ME,R5,13700.0,2019-08-01 00:00:00.000
BI,ME,R5,18954.0,2019-09-01 00:00:00.000
BI,ME,R5,23426.0,2019-10-01 00:00:00.000
BI,ME,R5,15142.0,2019-11-01 00:00:00.000
BI,ME,R5,24228.0,2019-12-01 00:00:00.000
BI,ME,R5,21360.0,2020-01-01 00:00:00.000
BI,ME,R5,10330.0,2020-02-01 00:00:00.000
BI,ME,R5,28436.0,2020-03-01 00:00:00.000
BI,ME,R5,16970.0,2020-04-01 00:00:00.000
BI,ME,R5,19884.0,2020-05-01 00:00:00.000
BI,ME,R5,18062.0,2020-06-01 00:00:00.000
BI,ME,R5,12970.0,2020-07-01 00:00:00.000
BI,ME,R5,14568.0,2020-08-01 00:00:00.000
BI,ME,R5,18776.0,2020-09-01 00:00:00.000
BI,ME,R5,16108.0,2020-10-01 00:00:00.000
BI,ME,R5,24360.0,2020-11-01 00:00:00.000
BI,ME,R5,21030.0,2020-12-01 00:00:00.000
BI,ME,R5,18240.0,2021-01-01 00:00:00.000
BI,ME,R5,22876.0,2021-02-01 00:00:00.000
BI,ME,R5,27890.0,2021-03-01 00:00:00.000
BI,ME,R5,11500.0,2021-04-01 00:00:00.000
BI,ME,R5,12940.0,2021-05-01 00:00:00.000
BI,ME,R5,14138.0,2021-06-01 00:00:00.000
BI,ME,R5,13940.0,2021-07-01 00:00:00.000
BI,ME,R5,11130.0,2021-08-01 00:00:00.000
BI,ME,R5,12710.0,2021-09-01 00:00:00.000
BI,ME,R5,15460.0,2021-10-01 00:00:00.000
BI,ME,R5,21664.0,2021-11-01 00:00:00.000
